,target,id_cliente,orden_nro,ciudad,monto,segmento,microsegmento,fecha_orden,fecha_de_vencimiento,fecha_de_pago,order_closed_cohort,ord_due_cohort,payment_cohort,dif_pymt_date,dow_closed,cantidad_sesiones,tiempo_promedio_navegacion,days_ultima_navegacion
19516,0,239089510,45035769521443,BAQ,288629.92,restaurante,corrientazo,2023-08-02,2023-08-09,2023-08-14,2023-08-01,2023-08-01,2023-08-01,5.0,2,35,461.45714285714286,0.0
19517,0,239089510,13875988913315,BAQ,268636.06,restaurante,corrientazo,2023-08-16,2023-08-23,2023-09-01,2023-08-01,2023-08-01,2023-09-01,9.0,2,44,413.3636363636364,0.0
19518,0,239419389,10980202905165,MDE,157665.89,restaurante,corrientazo,2023-07-27,2023-08-03,2023-08-02,2023-07-01,2023-08-01,2023-08-01,-1.0,3,56,347.5178571428572,0.0
19519,0,239588436,99972537332372,BAQ,452521.11,restaurante,corrientazo,2023-08-16,2023-08-23,2023-08-30,2023-08-01,2023-08-01,2023-08-01,7.0,2,18,649.1666666666666,0.0
19520,1,239588436,20846407741112,BAQ,499966.75,restaurante,corrientazo,2023-09-04,2023-09-11,2025-12-31,2023-09-01,2023-09-01,2025-12-01,842.0,0,35,357.0285714285714,0.0
19521,0,239637988,157132589543739,MDE,333448.01,restaurante,frutería/juguería/heladería,2023-06-10,2023-06-17,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45094.0,5,31,157.3548387096774,0.0
19522,0,239891841,58860952732015,BOG,290540.63,institución,comida rápida,2023-08-18,2023-08-25,2023-08-23,2023-08-01,2023-08-01,2023-08-01,-2.0,4,121,230.0,0.0
19523,0,239891841,53443333989815,BOG,295800.93,institución,comida rápida,2023-08-25,2023-09-01,2023-08-29,2023-08-01,2023-09-01,2023-08-01,-3.0,4,143,220.4265734265734,0.0
19524,0,239891841,16313210669778,BOG,299288.6,institución,comida rápida,2023-08-31,2023-09-07,2023-09-06,2023-08-01,2023-09-01,2023-09-01,-1.0,3,153,232.94771241830065,0.0
19525,0,239891841,17732368991020,BOG,241509.63,institución,comida rápida,2023-09-08,2023-09-15,2023-09-13,2023-09-01,2023-09-01,2023-09-01,-2.0,4,162,248.5123456790124,0.0
19526,0,239891841,4492240962848,BOG,297942.45,institución,comida rápida,2023-09-15,2023-09-22,2023-09-19,2023-09-01,2023-09-01,2023-09-01,-3.0,4,168,233.55357142857144,0.0
19527,0,239927722,153690832252484,MDE,181644.56,restaurante,panadería/pastelería/cafetería,2023-06-29,2023-07-06,2023-07-06,2023-06-01,2023-07-01,2023-07-01,0.0,3,51,261.5882352941176,0.0
19528,0,239927722,81303392680881,MDE,154397.25,restaurante,panadería/pastelería/cafetería,2023-07-15,2023-07-22,2023-07-26,2023-07-01,2023-07-01,2023-07-01,4.0,5,77,372.2987012987013,0.0
19529,0,239927722,74383027242356,MDE,196253.27,restaurante,panadería/pastelería/cafetería,2023-08-02,2023-08-09,2023-08-09,2023-08-01,2023-08-01,2023-08-01,0.0,2,101,351.8217821782178,0.0
19530,0,239927722,73223205255018,MDE,252975.61,restaurante,panadería/pastelería/cafetería,2023-08-14,2023-08-21,2023-08-23,2023-08-01,2023-08-01,2023-08-01,2.0,0,114,374.9824561403509,0.0
19531,0,239927722,58011824859434,MDE,186718.85,restaurante,panadería/pastelería/cafetería,2023-09-09,2023-09-16,2023-09-18,2023-09-01,2023-09-01,2023-09-01,2.0,5,87,323.18390804597703,0.0
19532,1,240052215,121726059265358,BOG,957800.0,comercio,na,2023-08-14,2023-08-21,2025-12-31,2023-08-01,2023-08-01,2025-12-01,863.0,0,130,186.23846153846156,0.0
19533,1,240227757,67908382232504,BAQ,89676.99,restaurante,comida especializada,2023-07-26,2023-08-02,2025-12-31,2023-07-01,2023-08-01,2025-12-01,882.0,2,10,402.4,1.0
19534,1,240227757,24864512762485,BAQ,180296.46,restaurante,comida especializada,2023-08-03,2023-08-10,2025-12-31,2023-08-01,2023-08-01,2025-12-01,874.0,3,10,603.4,3.0
19535,0,240271088,69781365597629,MDE,113070.67,restaurante,panadería/pastelería/cafetería,2023-06-30,2023-07-07,2023-07-06,2023-06-01,2023-07-01,2023-07-01,-1.0,4,54,333.2407407407408,2.0
19536,0,240271088,17731879695364,MDE,131092.72,restaurante,panadería/pastelería/cafetería,2023-07-21,2023-07-28,2023-08-06,2023-07-01,2023-07-01,2023-08-01,9.0,4,50,317.74,0.0
19537,0,240271088,18483194055481,MDE,71396.15,restaurante,panadería/pastelería/cafetería,2023-07-28,2023-08-04,2023-08-10,2023-07-01,2023-08-01,2023-08-01,6.0,4,49,328.0408163265306,3.0
19538,0,240271088,263116199300412,MDE,100518.65,restaurante,panadería/pastelería/cafetería,2023-08-18,2023-08-25,2023-09-06,2023-08-01,2023-08-01,2023-09-01,12.0,4,56,257.4642857142857,1.0
19539,0,240571575,24301835496178,BAQ,152225.72,restaurante,panadería/pastelería/cafetería,2023-06-28,2023-07-05,1899-12-30,2023-06-01,2023-07-01,1899-12-01,-45112.0,2,33,368.7878787878788,0.0
19540,0,240590533,113710865031975,BOG,298842.15,restaurante,comida rápida,2023-07-05,2023-07-12,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45119.0,2,57,184.71929824561403,0.0
19541,0,240623404,45566368695324,MDE,85601.46,hogar,comida especializada,2023-06-16,2023-06-23,2023-06-21,2023-06-01,2023-06-01,2023-06-01,-2.0,4,11,429.54545454545456,2.0
19542,0,240623404,223415471575652,MDE,78051.54,hogar,comida especializada,2023-06-23,2023-06-30,2023-07-07,2023-06-01,2023-06-01,2023-07-01,7.0,4,12,435.0,3.0
19543,0,240623404,155443445721951,MDE,88802.16,hogar,comida especializada,2023-07-01,2023-07-08,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45115.0,5,12,480.0,3.0
19544,0,240623404,41723915169961,MDE,69059.5,hogar,comida especializada,2023-07-14,2023-07-21,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45128.0,4,13,589.3846153846154,0.0
19545,0,240674497,170766895056948,BAQ,211008.14,restaurante,comida rápida,2023-07-14,2023-07-21,2023-07-24,2023-07-01,2023-07-01,2023-07-01,3.0,4,42,894.0952380952381,0.0
19546,0,240674497,86244762502497,BAQ,261366.3,restaurante,comida rápida,2023-07-28,2023-08-04,1899-12-30,2023-07-01,2023-08-01,1899-12-01,-45142.0,4,52,700.0769230769231,0.0
19547,0,240752248,123043830706796,BOG,185546.96,restaurante,cafetería,2023-04-15,2023-04-22,2023-04-21,2023-04-01,2023-04-01,2023-04-01,-1.0,5,30,273.1,0.0
19548,0,240752248,15574810005258,BOG,113341.5,restaurante,cafetería,2023-04-15,2023-04-22,2023-04-21,2023-04-01,2023-04-01,2023-04-01,-1.0,5,30,273.1,0.0
19549,0,240752248,52281308428758,BOG,291317.61,restaurante,cafetería,2023-04-22,2023-04-29,2023-04-28,2023-04-01,2023-04-01,2023-04-01,-1.0,5,44,322.54545454545456,0.0
19550,0,240752248,66867048292163,BOG,298251.77,restaurante,cafetería,2023-05-01,2023-05-08,2023-05-08,2023-05-01,2023-05-01,2023-05-01,0.0,0,54,290.7962962962963,0.0
19551,0,240752248,366828281927289,BOG,296638.84,restaurante,cafetería,2023-05-09,2023-05-16,2023-05-15,2023-05-01,2023-05-01,2023-05-01,-1.0,1,64,279.703125,1.0
19552,0,240791299,8012281365221,MDE,491562.65,restaurante,corrientazo,2023-05-31,2023-06-07,2023-06-07,2023-05-01,2023-06-01,2023-06-01,0.0,2,14,475.2857142857143,1.0
19553,0,240791299,14194681937019,MDE,482442.12,restaurante,corrientazo,2023-06-13,2023-06-20,2023-06-20,2023-06-01,2023-06-01,2023-06-01,0.0,1,17,346.4117647058824,1.0
19554,0,240791299,102506765795639,MDE,466890.99,restaurante,corrientazo,2023-06-28,2023-07-05,2023-07-05,2023-06-01,2023-07-01,2023-07-01,0.0,2,25,341.64,1.0
19555,0,240791299,78038894371414,MDE,484982.0500000001,restaurante,corrientazo,2023-07-06,2023-07-13,2023-07-14,2023-07-01,2023-07-01,2023-07-01,1.0,3,26,406.0769230769231,1.0
19556,0,240791299,152710481376164,MDE,442402.0,restaurante,corrientazo,2023-08-05,2023-08-12,2023-08-16,2023-08-01,2023-08-01,2023-08-01,4.0,5,27,492.0,1.0
19557,0,240853172,24109662914064,BAQ,227341.79,restaurante,corrientazo,2023-08-18,2023-08-25,2023-08-30,2023-08-01,2023-08-01,2023-08-01,5.0,4,37,372.5675675675676,1.0
19558,1,240853172,24090094487134,BAQ,72163.9,restaurante,corrientazo,2023-08-22,2023-08-29,2025-12-31,2023-08-01,2023-08-01,2025-12-01,855.0,1,38,380.05263157894734,0.0
19559,0,240876038,109842886681304,BOG,156380.98,restaurante,comida rápida,2023-08-21,2023-08-28,2023-08-30,2023-08-01,2023-08-01,2023-08-01,2.0,0,50,180.6,0.0
19560,0,240876038,8691050094680,BOG,142496.7,restaurante,comida rápida,2023-08-24,2023-08-31,2023-08-30,2023-08-01,2023-08-01,2023-08-01,-1.0,3,52,169.44230769230768,0.0
19561,0,240876038,24804704729143,BOG,270171.05,restaurante,comida rápida,2023-09-07,2023-09-14,2023-09-14,2023-09-01,2023-09-01,2023-09-01,0.0,3,52,199.7692307692308,0.0
19562,0,240897007,252782625425304,BOG,100007.04,restaurante,parrilla/asadero,2023-08-30,2023-09-06,2023-09-06,2023-08-01,2023-09-01,2023-09-01,0.0,2,16,361.125,2.0
19563,0,241062258,81648659807284,BAQ,127479.07,restaurante,parrilla/asadero,2023-06-17,2023-06-24,2023-06-26,2023-06-01,2023-06-01,2023-06-01,2.0,5,34,203.85294117647055,0.0
19564,0,241062258,56825143046610,BAQ,108551.82,restaurante,parrilla/asadero,2023-07-07,2023-07-14,2023-07-13,2023-07-01,2023-07-01,2023-07-01,-1.0,4,34,208.7941176470588,0.0
19565,0,241062258,59942193673478,BAQ,206244.1,restaurante,parrilla/asadero,2023-07-15,2023-07-22,2023-07-27,2023-07-01,2023-07-01,2023-07-01,5.0,5,43,197.65116279069767,0.0
19566,0,241062258,2183449482746,BAQ,180421.71,restaurante,parrilla/asadero,2023-08-03,2023-08-10,2023-08-11,2023-08-01,2023-08-01,2023-08-01,1.0,3,32,177.65625,1.0
19567,0,241173035,417689965863053,BOG,107347.34,restaurante,comida rápida,2023-07-03,2023-07-10,2023-07-10,2023-07-01,2023-07-01,2023-07-01,0.0,0,35,448.8285714285714,0.0
19568,0,241173035,65628483106472,BOG,152534.43,restaurante,comida rápida,2023-07-15,2023-07-22,2023-07-25,2023-07-01,2023-07-01,2023-07-01,3.0,5,41,426.0,1.0
19569,1,241173035,6720464705524,BOG,211518.79,restaurante,comida rápida,2023-08-03,2023-08-10,2023-08-30,2023-08-01,2023-08-01,2023-08-01,20.0,3,42,470.9761904761905,1.0
19570,0,241209787,87995260509192,BOG,202630.76,restaurante,panadería/pastelería,2023-06-26,2023-07-03,2023-07-04,2023-06-01,2023-07-01,2023-07-01,1.0,0,19,108.73684210526316,0.0
19571,0,241209787,60721107008436,BOG,251513.89,restaurante,panadería/pastelería,2023-07-06,2023-07-13,2023-07-13,2023-07-01,2023-07-01,2023-07-01,0.0,3,33,129.57575757575756,1.0
19572,0,241209787,60275232703076,BOG,185802.87,restaurante,panadería/pastelería,2023-07-15,2023-07-22,2023-07-24,2023-07-01,2023-07-01,2023-07-01,2.0,5,51,150.2156862745098,0.0
19573,0,241209787,70196572354635,BOG,231227.5,restaurante,panadería/pastelería,2023-07-26,2023-08-02,2023-08-08,2023-07-01,2023-08-01,2023-08-01,6.0,2,71,137.5211267605634,0.0
19574,0,241209787,2325211678051,BOG,175502.11,restaurante,panadería/pastelería,2023-08-11,2023-08-18,2023-08-25,2023-08-01,2023-08-01,2023-08-01,7.0,4,91,136.2967032967033,0.0
19575,0,241217266,35749037899832,BOG,241123.48,restaurante,panadería/pastelería,2023-07-21,2023-07-28,2023-07-28,2023-07-01,2023-07-01,2023-07-01,0.0,4,50,185.02,1.0
19576,0,241217266,12830559618031,BOG,275945.78,restaurante,panadería/pastelería,2023-08-10,2023-08-17,2023-08-22,2023-08-01,2023-08-01,2023-08-01,5.0,3,58,212.94827586206893,1.0
19577,0,241217266,31325521502732,BOG,346818.91,restaurante,panadería/pastelería,2023-09-01,2023-09-08,2023-09-19,2023-09-01,2023-09-01,2023-09-01,11.0,4,54,188.05555555555557,2.0
19578,0,241227815,83331938470500,MDE,473845.27,restaurante,parrilla/asadero,2023-08-18,2023-08-25,2023-08-26,2023-08-01,2023-08-01,2023-08-01,1.0,4,20,253.1,2.0
19579,0,241228797,25519187455916,MDE,82725.45,hogar,panadería/pastelería/cafetería,2023-09-08,2023-09-15,2023-09-17,2023-09-01,2023-09-01,2023-09-01,2.0,4,27,232.96296296296296,0.0
19580,0,241247674,310627071344031,MDE,228134.49,restaurante,panadería/pastelería/cafetería,2023-06-28,2023-07-05,2023-07-04,2023-06-01,2023-07-01,2023-07-01,-1.0,2,37,427.3783783783784,0.0
19581,0,241247674,64854080710460,MDE,185617.26,restaurante,panadería/pastelería/cafetería,2023-07-06,2023-07-13,2023-07-18,2023-07-01,2023-07-01,2023-07-01,5.0,3,48,369.1875,0.0
19582,0,241247674,117490569285625,MDE,110595.15,restaurante,panadería/pastelería/cafetería,2023-07-11,2023-07-18,2023-07-18,2023-07-01,2023-07-01,2023-07-01,0.0,1,50,370.72,1.0
19583,0,241247674,125251330222983,MDE,291006.65,restaurante,panadería/pastelería/cafetería,2023-07-27,2023-08-03,2023-08-03,2023-07-01,2023-08-01,2023-08-01,0.0,3,72,307.625,0.0
19584,1,241247674,39855142723801,MDE,198195.33,restaurante,panadería/pastelería/cafetería,2023-09-06,2023-09-13,2025-12-31,2023-09-01,2023-09-01,2025-12-01,840.0,2,61,273.78688524590166,0.0
19585,0,241274407,75272395008965,BOG,496858.83,hogar,corrientazo,2023-08-22,2023-08-29,2023-08-25,2023-08-01,2023-08-01,2023-08-01,-4.0,1,138,525.1666666666666,0.0
19586,0,241274407,74227955090612,BOG,499967.27,hogar,corrientazo,2023-08-28,2023-09-04,2023-09-04,2023-08-01,2023-09-01,2023-09-01,0.0,0,150,465.68,0.0
19587,0,241274407,33816821429640,BOG,499364.19,hogar,corrientazo,2023-09-09,2023-09-16,2023-09-17,2023-09-01,2023-09-01,2023-09-01,1.0,5,150,422.6933333333333,0.0
19588,0,241282140,218958183980938,MDE,105258.94,restaurante,parrilla/asadero,2023-06-26,2023-07-03,1899-12-30,2023-06-01,2023-07-01,1899-12-01,-45110.0,0,62,230.1129032258065,1.0
19589,0,241288588,240274136457772,BOG,299025.12,restaurante,panadería/pastelería,2023-06-26,2023-07-03,2023-07-05,2023-06-01,2023-07-01,2023-07-01,2.0,0,20,356.05,0.0
19590,0,241288588,66324103564955,BOG,294475.38,restaurante,panadería/pastelería,2023-07-07,2023-07-14,2023-07-19,2023-07-01,2023-07-01,2023-07-01,5.0,4,41,316.4634146341463,1.0
19591,0,241288588,278241844828596,BOG,282142.06,restaurante,panadería/pastelería,2023-08-15,2023-08-22,2023-08-22,2023-08-01,2023-08-01,2023-08-01,0.0,1,51,276.6274509803921,0.0
19592,0,241288588,76065309824252,BOG,294106.16,restaurante,panadería/pastelería,2023-08-24,2023-08-31,2023-09-01,2023-08-01,2023-08-01,2023-09-01,1.0,3,66,286.1969696969697,1.0
19593,0,241288588,33066171816668,BOG,297306.17,restaurante,panadería/pastelería,2023-09-02,2023-09-09,2023-09-13,2023-09-01,2023-09-01,2023-09-01,4.0,5,54,289.7962962962963,1.0
19594,0,241313682,71837742646805,BAQ,155584.58,restaurante,na,2023-07-21,2023-07-28,2023-07-29,2023-07-01,2023-07-01,2023-07-01,1.0,4,41,431.2926829268293,0.0
19595,0,241313682,25775759980589,BAQ,194142.33,restaurante,na,2023-08-01,2023-08-08,2023-08-09,2023-08-01,2023-08-01,2023-08-01,1.0,1,55,386.3818181818182,0.0
19596,0,241313682,229470846547798,BAQ,100007.22,restaurante,na,2023-08-09,2023-08-16,2023-08-15,2023-08-01,2023-08-01,2023-08-01,-1.0,2,55,397.4363636363637,0.0
19597,0,241313682,221146762268743,BAQ,165624.4,restaurante,na,2023-08-14,2023-08-21,2023-08-23,2023-08-01,2023-08-01,2023-08-01,2.0,0,63,393.936507936508,0.0
19598,0,241313682,5679269363347,BAQ,119892.98,restaurante,na,2023-08-23,2023-08-30,2023-08-30,2023-08-01,2023-08-01,2023-08-01,0.0,2,69,490.18840579710144,0.0
19599,0,241330059,102343644370246,BAQ,110829.98,restaurante,parrilla/asadero,2023-07-22,2023-07-29,2023-08-02,2023-07-01,2023-07-01,2023-08-01,4.0,5,13,307.9230769230769,1.0
19600,0,241330059,56489209081849,BAQ,143409.61,restaurante,parrilla/asadero,2023-07-29,2023-08-05,2023-08-08,2023-07-01,2023-08-01,2023-08-01,3.0,5,13,369.3076923076923,1.0
19601,1,241330059,21324308876740,BAQ,173404.71,restaurante,parrilla/asadero,2023-08-12,2023-08-19,2023-09-09,2023-08-01,2023-08-01,2023-09-01,21.0,5,21,388.7619047619048,0.0
19602,0,241330059,29003672344928,BAQ,107583.45,restaurante,parrilla/asadero,2023-08-18,2023-08-25,2023-09-09,2023-08-01,2023-08-01,2023-09-01,15.0,4,20,412.6,1.0
19603,1,241330059,66732300593444,BAQ,131100.87,restaurante,parrilla/asadero,2023-09-14,2023-09-21,2025-12-31,2023-09-01,2023-09-01,2025-12-01,832.0,3,32,292.21875,1.0
19604,1,241424448,2296315288063,MDE,168858.95,hogar,na,2023-08-22,2023-08-29,2025-12-31,2023-08-01,2023-08-01,2025-12-01,855.0,1,26,368.34615384615387,0.0
19605,0,241470930,67080568540007,BOG,576723.19,institución,corrientazo,2023-08-16,2023-08-23,2023-08-28,2023-08-01,2023-08-01,2023-08-01,5.0,2,8,1532.5,1.0
19606,1,241470930,25370328761940,BOG,554126.33,institución,corrientazo,2023-09-01,2023-09-08,2025-12-31,2023-09-01,2023-09-01,2025-12-01,845.0,4,17,1456.9411764705883,2.0
19607,0,241751086,4164177071608,BOG,178848.79,restaurante,cafetería,2023-06-07,2023-06-14,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45091.0,2,16,680.875,0.0
19608,0,241811392,70473888844069,BOG,168410.12,restaurante,empanadas/arepas,2023-07-06,2023-07-13,2023-07-28,2023-07-01,2023-07-01,2023-07-01,15.0,3,46,398.39130434782606,0.0
19609,0,241811392,21190619646743,BOG,52196.87,restaurante,empanadas/arepas,2023-09-06,2023-09-13,2023-09-17,2023-09-01,2023-09-01,2023-09-01,4.0,2,36,334.77777777777777,0.0
19610,0,241811392,47394249915787,BOG,105474.75,restaurante,empanadas/arepas,2023-09-09,2023-09-16,2023-09-20,2023-09-01,2023-09-01,2023-09-01,4.0,5,35,348.1428571428572,1.0
19611,0,241872283,204504597255969,BOG,285052.49,restaurante,comida especializada,2023-05-27,2023-06-03,1899-12-30,2023-05-01,2023-06-01,1899-12-01,-45080.0,5,101,217.94059405940595,0.0
19612,1,241890670,29573257175597,BAQ,280045.13,restaurante,panadería/pastelería/cafetería,2023-08-02,2023-08-09,2025-12-31,2023-08-01,2023-08-01,2025-12-01,875.0,2,0,0.0,60.0
19613,0,241991265,85245899965729,BOG,252968.41000000003,comercio,na,2023-06-09,2023-06-16,2023-06-16,2023-06-01,2023-06-01,2023-06-01,0.0,4,314,536.7898089171974,0.0
19614,0,241991265,166268363353822,BOG,233214.61,comercio,na,2023-06-20,2023-06-27,2023-06-27,2023-06-01,2023-06-01,2023-06-01,0.0,1,299,480.66220735785953,0.0
19615,0,241991265,61394705397874,BOG,65195.27999999999,comercio,na,2023-06-26,2023-07-03,2023-07-04,2023-06-01,2023-07-01,2023-07-01,1.0,0,295,471.5864406779661,0.0
19616,0,241991265,194884861411215,BOG,129086.05,comercio,na,2023-06-29,2023-07-06,2023-07-06,2023-06-01,2023-07-01,2023-07-01,0.0,3,300,465.22,0.0
19617,0,241991265,19294907254774,BOG,105340.0,comercio,na,2023-07-04,2023-07-11,2023-07-13,2023-07-01,2023-07-01,2023-07-01,2.0,1,283,507.6713780918728,0.0
19618,0,242007274,9927464824235,BOG,208525.48,restaurante,comida rápida,2023-08-24,2023-08-31,2023-09-01,2023-08-01,2023-08-01,2023-09-01,1.0,3,34,536.4411764705883,1.0
19619,0,242011628,12946530741924,BAQ,131470.52,restaurante,fritos,2023-07-08,2023-07-15,2023-07-19,2023-07-01,2023-07-01,2023-07-01,4.0,5,57,524.0877192982456,0.0
19620,0,242011628,32391310324722,BAQ,118452.74,restaurante,fritos,2023-07-24,2023-07-31,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45138.0,0,57,549.719298245614,0.0
19621,0,242011628,20694289180162,BAQ,94180.0,restaurante,fritos,2023-07-28,2023-08-04,1899-12-30,2023-07-01,2023-08-01,1899-12-01,-45142.0,4,57,590.3508771929825,2.0
19622,0,242034296,74102290374561,BOG,287514.32,restaurante,empanadas/arepas,2023-06-09,2023-06-16,2023-06-15,2023-06-01,2023-06-01,2023-06-01,-1.0,4,32,429.03125,0.0
19623,0,242034296,65141999958844,BOG,274586.09,restaurante,empanadas/arepas,2023-06-22,2023-06-29,2023-07-05,2023-06-01,2023-06-01,2023-07-01,6.0,3,37,478.2162162162162,1.0
19624,0,242034296,72687421883747,BOG,286456.6,restaurante,empanadas/arepas,2023-07-07,2023-07-14,2023-07-18,2023-07-01,2023-07-01,2023-07-01,4.0,4,41,547.5121951219512,1.0
19625,0,242034296,95902557915881,BOG,282708.23,restaurante,empanadas/arepas,2023-07-29,2023-08-05,2023-08-09,2023-07-01,2023-08-01,2023-08-01,4.0,5,30,687.1,1.0
19626,0,242034296,58956874525076,BOG,263314.22,restaurante,empanadas/arepas,2023-08-12,2023-08-19,2023-08-26,2023-08-01,2023-08-01,2023-08-01,7.0,5,27,621.3333333333334,0.0
19627,0,242336259,176543099010629,BAQ,291500.49,restaurante,corrientazo,2023-06-29,2023-07-06,2023-07-06,2023-06-01,2023-07-01,2023-07-01,0.0,3,21,327.23809523809524,0.0
19628,0,242336259,65420571617677,BAQ,287529.5,restaurante,corrientazo,2023-07-10,2023-07-17,2023-07-17,2023-07-01,2023-07-01,2023-07-01,0.0,0,36,383.72222222222223,0.0
19629,0,242336259,70242745157621,BAQ,297895.11,restaurante,corrientazo,2023-07-19,2023-07-26,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45133.0,2,40,375.775,0.0
19630,1,242342265,31366171817596,BAQ,295475.54,restaurante,fritos,2023-08-02,2023-08-09,2025-12-31,2023-08-01,2023-08-01,2025-12-01,875.0,2,18,405.72222222222223,1.0
19631,0,242748964,147566331267875,BOG,221161.84,restaurante,na,2023-06-20,2023-06-27,2023-07-05,2023-06-01,2023-06-01,2023-07-01,8.0,1,42,229.8571428571429,1.0
19632,0,242748964,53487101404355,BOG,84132.8,restaurante,na,2023-07-08,2023-07-15,2023-07-18,2023-07-01,2023-07-01,2023-07-01,3.0,5,57,233.71929824561403,0.0
19633,0,242748964,54265464788467,BOG,163362.65,restaurante,na,2023-07-22,2023-07-29,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45136.0,5,57,228.0701754385965,0.0
19634,0,242748964,83337892922901,BOG,67377.5,restaurante,na,2023-07-29,2023-08-05,1899-12-30,2023-07-01,2023-08-01,1899-12-01,-45143.0,5,53,252.03773584905665,1.0
19635,0,243092293,1371987052544,BOG,407933.02,restaurante,cafetería,2023-09-13,2023-09-20,2023-09-19,2023-09-01,2023-09-01,2023-09-01,-1.0,2,19,187.10526315789477,1.0
19636,0,243185788,52021384909392,MDE,107205.6,restaurante,corrientazo,2023-07-07,2023-07-14,2023-07-20,2023-07-01,2023-07-01,2023-07-01,6.0,4,13,733.6153846153846,1.0
19637,0,243185788,5717329447345,MDE,109613.59,restaurante,corrientazo,2023-07-14,2023-07-21,2023-07-27,2023-07-01,2023-07-01,2023-07-01,6.0,4,12,672.3333333333334,1.0
19638,0,243185788,92170893482046,MDE,112894.54,restaurante,corrientazo,2023-07-22,2023-07-29,2023-08-02,2023-07-01,2023-07-01,2023-08-01,4.0,5,14,603.2142857142857,1.0
